,CBERT-R,CBERT-P,CBERT-F,BERTScore-R,BERTScore-P,BERTScore-F,BARTScore,R-1,R-2,R-L
330,0.78,0.71,0.74,0.84,0.82,0.83,0.4,0.42,0.15,0.2
331,0.79,0.67,0.72,0.86,0.81,0.83,0.36,0.25,0.11,0.12
332,0.62,0.52,0.57,0.83,0.8,0.82,0.3,0.18,0.03,0.09
333,0.66,0.58,0.62,0.82,0.81,0.81,0.25,0.31,0.06,0.13
334,0.81,0.62,0.7,0.84,0.81,0.82,0.24,0.26,0.07,0.13
335,0.78,0.73,0.76,0.84,0.83,0.84,0.27,0.39,0.12,0.19
336,0.83,0.72,0.77,0.84,0.82,0.83,0.33,0.4,0.13,0.16
337,0.81,0.73,0.77,0.83,0.85,0.84,0.34,0.31,0.11,0.13
338,0.85,0.65,0.74,0.84,0.82,0.83,0.21,0.16,0.06,0.08
339,0.71,0.69,0.7,0.84,0.85,0.84,0.32,0.48,0.12,0.24
340,0.86,0.76,0.81,0.88,0.87,0.87,0.43,0.46,0.31,0.24
341,0.68,0.52,0.59,0.85,0.8,0.82,0.36,0.18,0.04,0.11
342,0.76,0.62,0.68,0.86,0.84,0.85,0.42,0.36,0.18,0.24
343,0.8,0.71,0.75,0.85,0.83,0.84,0.24,0.28,0.09,0.12
344,0.8,0.73,0.76,0.84,0.84,0.84,0.29,0.45,0.15,0.19
345,0.56,0.61,0.58,0.84,0.82,0.83,0.28,0.26,0.08,0.14
346,0.85,0.68,0.76,0.84,0.82,0.83,0.33,0.36,0.1,0.16
347,0.74,0.68,0.71,0.83,0.83,0.83,0.27,0.47,0.13,0.18
348,0.75,0.6,0.67,0.83,0.81,0.82,0.29,0.27,0.08,0.13
349,0.78,0.75,0.76,0.85,0.84,0.84,0.33,0.4,0.13,0.17
350,0.81,0.64,0.72,0.85,0.84,0.85,0.3,0.21,0.06,0.11
351,0.67,0.68,0.67,0.84,0.86,0.85,0.3,0.45,0.14,0.24
352,0.73,0.68,0.7,0.86,0.83,0.84,0.3,0.29,0.09,0.14
353,0.72,0.61,0.66,0.86,0.81,0.84,0.3,0.28,0.08,0.13
354,0.64,0.54,0.59,0.82,0.81,0.82,0.26,0.31,0.07,0.18
355,0.76,0.58,0.66,0.85,0.81,0.83,0.36,0.22,0.06,0.1
356,0.55,0.56,0.55,0.83,0.81,0.82,0.22,0.23,0.02,0.12
357,0.73,0.59,0.66,0.84,0.83,0.84,0.33,0.31,0.06,0.13
358,0.67,0.68,0.68,0.83,0.84,0.83,0.27,0.48,0.14,0.18
359,0.56,0.55,0.55,0.82,0.83,0.82,0.26,0.34,0.07,0.19
360,0.84,0.69,0.76,0.85,0.84,0.84,0.36,0.28,0.13,0.16
361,0.54,0.51,0.53,0.8,0.77,0.79,0.28,0.09,0.02,0.07
362,0.77,0.71,0.74,0.82,0.84,0.83,0.33,0.35,0.13,0.15
363,0.81,0.64,0.72,0.85,0.82,0.84,0.33,0.41,0.14,0.22
364,0.76,0.77,0.76,0.83,0.83,0.83,0.27,0.42,0.14,0.18
365,0.74,0.56,0.64,0.84,0.79,0.82,0.23,0.13,0.02,0.07
366,0.8,0.74,0.77,0.84,0.83,0.84,0.3,0.4,0.14,0.14
367,0.88,0.72,0.79,0.87,0.84,0.86,0.39,0.49,0.21,0.29
368,0.79,0.63,0.7,0.86,0.84,0.85,0.32,0.33,0.15,0.22
369,0.88,0.74,0.81,0.85,0.83,0.84,0.27,0.17,0.07,0.08
370,0.81,0.61,0.7,0.83,0.79,0.81,0.24,0.11,0.03,0.06
371,0.76,0.7,0.73,0.83,0.83,0.83,0.37,0.41,0.19,0.2
372,0.82,0.72,0.77,0.84,0.82,0.83,0.28,0.34,0.1,0.15
373,0.69,0.65,0.67,0.83,0.84,0.84,0.3,0.44,0.13,0.2
374,0.71,0.67,0.69,0.86,0.85,0.85,0.37,0.42,0.11,0.18
375,0.75,0.52,0.62,0.85,0.81,0.83,0.3,0.16,0.02,0.07
376,0.78,0.59,0.67,0.87,0.82,0.84,0.42,0.25,0.09,0.13
377,0.76,0.67,0.71,0.84,0.83,0.83,0.37,0.5,0.16,0.22
378,0.63,0.62,0.62,0.82,0.8,0.81,0.25,0.35,0.1,0.15
379,0.73,0.64,0.68,0.84,0.8,0.82,0.4,0.35,0.14,0.19
380,0.73,0.73,0.73,0.83,0.83,0.83,0.28,0.55,0.14,0.21
381,0.81,0.66,0.73,0.86,0.83,0.84,0.27,0.19,0.08,0.09
382,0.73,1.0,0.84,0.86,0.95,0.9,0.33,1.0,0.95,1.0
383,0.64,0.68,0.66,0.83,0.84,0.83,0.22,0.39,0.06,0.16
384,0.75,0.74,0.75,0.83,0.83,0.83,0.25,0.47,0.11,0.21
385,0.82,0.69,0.75,0.8,0.8,0.8,0.28,0.31,0.11,0.12
386,0.7,0.63,0.66,0.86,0.82,0.84,0.2,0.27,0.05,0.12
387,0.75,0.62,0.68,0.84,0.81,0.82,0.29,0.29,0.09,0.12
388,0.79,0.68,0.73,0.82,0.81,0.81,0.28,0.28,0.07,0.12
389,0.58,0.54,0.56,0.85,0.86,0.86,0.41,0.42,0.23,0.27
390,0.75,0.59,0.66,0.87,0.85,0.86,0.46,0.39,0.25,0.35
391,0.8,0.66,0.73,0.82,0.82,0.82,0.32,0.35,0.09,0.14
392,0.73,0.61,0.66,0.84,0.82,0.83,0.26,0.33,0.11,0.15
393,0.82,0.64,0.72,0.82,0.8,0.81,0.3,0.18,0.06,0.09
394,0.82,0.66,0.73,0.81,0.82,0.82,0.32,0.26,0.07,0.1
395,0.65,0.61,0.63,0.83,0.83,0.83,0.25,0.32,0.09,0.15
396,0.69,0.57,0.62,0.85,0.83,0.84,0.24,0.16,0.05,0.09
397,0.79,0.67,0.72,0.85,0.83,0.84,0.31,0.35,0.1,0.19
398,0.75,0.65,0.7,0.84,0.83,0.84,0.31,0.4,0.1,0.17
399,0.77,0.63,0.69,0.86,0.83,0.84,0.32,0.22,0.09,0.14
400,0.65,0.66,0.66,0.83,0.82,0.83,0.26,0.43,0.21,0.28
