,CBERT-R,CBERT-P,CBERT-F,BERTScore-R,BERTScore-P,BERTScore-F,BARTScore,R-1,R-2,R-L
330,0.58,0.61,0.6,0.78,0.78,0.78,0.18,0.13,0.01,0.07
331,0.69,0.58,0.63,0.78,0.78,0.78,0.21,0.07,0.01,0.04
332,0.59,0.51,0.55,0.79,0.78,0.78,0.17,0.12,0.01,0.07
333,0.59,0.51,0.55,0.77,0.78,0.77,0.16,0.07,0.0,0.03
334,0.58,0.51,0.54,0.77,0.78,0.78,0.17,0.1,0.01,0.05
335,0.62,0.5,0.55,0.8,0.76,0.78,0.17,0.1,0.0,0.05
336,0.71,0.57,0.63,0.79,0.8,0.8,0.23,0.12,0.02,0.06
337,0.62,0.58,0.6,0.81,0.8,0.8,0.23,0.06,0.01,0.03
338,0.66,0.51,0.57,0.78,0.78,0.78,0.14,0.03,0.0,0.02
339,0.62,0.46,0.53,0.8,0.74,0.77,0.12,0.04,0.01,0.02
340,0.56,0.52,0.54,0.76,0.79,0.78,0.19,0.2,0.02,0.1
341,0.56,0.53,0.54,0.79,0.78,0.78,0.22,0.18,0.01,0.09
342,0.55,0.51,0.53,0.77,0.78,0.78,0.21,0.14,0.0,0.06
343,0.67,0.5,0.58,0.79,0.78,0.79,0.13,0.06,0.01,0.04
344,0.6,0.53,0.56,0.77,0.77,0.77,0.18,0.13,0.01,0.07
345,0.5,0.49,0.49,0.8,0.8,0.8,0.16,0.18,0.03,0.1
346,0.62,0.54,0.58,0.78,0.79,0.78,0.17,0.11,0.02,0.07
347,0.66,0.55,0.6,0.79,0.8,0.8,0.28,0.12,0.02,0.07
348,0.72,0.54,0.62,0.8,0.78,0.79,0.18,0.06,0.01,0.04
349,0.68,0.58,0.63,0.79,0.78,0.79,0.13,0.04,0.0,0.02
350,0.65,0.48,0.55,0.78,0.77,0.77,0.22,0.05,0.01,0.03
351,0.59,0.53,0.56,0.79,0.79,0.79,0.25,0.25,0.02,0.12
352,0.59,0.47,0.52,0.79,0.78,0.79,0.2,0.04,0.0,0.03
353,0.55,0.46,0.5,0.79,0.77,0.78,0.17,0.15,0.02,0.08
354,0.64,0.51,0.57,0.78,0.78,0.78,0.21,0.22,0.02,0.1
355,0.68,0.62,0.65,0.81,0.81,0.81,0.16,0.16,0.02,0.08
356,0.63,0.56,0.59,0.81,0.79,0.8,0.16,0.2,0.03,0.1
357,0.69,0.42,0.52,0.76,0.78,0.77,0.35,0.02,0.0,0.02
358,0.56,0.53,0.55,0.78,0.78,0.78,0.15,0.1,0.01,0.06
359,0.59,0.46,0.52,0.79,0.77,0.78,0.13,0.07,0.01,0.05
360,0.6,0.55,0.57,0.78,0.78,0.78,0.21,0.12,0.01,0.06
361,0.59,0.54,0.56,0.79,0.77,0.78,0.17,0.21,0.02,0.1
362,0.68,0.57,0.62,0.81,0.79,0.8,0.23,0.09,0.02,0.05
363,0.55,0.55,0.55,0.77,0.79,0.78,0.13,0.11,0.01,0.06
364,0.69,0.55,0.61,0.8,0.79,0.79,0.18,0.08,0.01,0.05
365,0.66,0.44,0.52,0.81,0.78,0.79,0.1,0.02,0.0,0.01
366,0.62,0.47,0.53,0.8,0.78,0.79,0.19,0.07,0.01,0.05
367,0.6,0.5,0.55,0.8,0.79,0.79,0.16,0.09,0.02,0.07
368,0.57,0.53,0.55,0.8,0.8,0.8,0.19,0.23,0.04,0.1
369,0.7,0.57,0.63,0.8,0.8,0.8,0.21,0.06,0.01,0.04
370,0.7,0.5,0.58,0.79,0.76,0.78,0.18,0.02,0.0,0.02
371,0.61,0.51,0.55,0.8,0.78,0.79,0.19,0.12,0.01,0.07
372,0.65,0.48,0.55,0.78,0.79,0.78,0.17,0.05,0.0,0.03
373,0.52,0.5,0.51,0.79,0.79,0.79,0.13,0.19,0.02,0.11
374,0.61,0.57,0.59,0.78,0.79,0.78,0.15,0.1,0.01,0.06
375,0.55,0.46,0.5,0.8,0.76,0.78,0.12,0.04,0.0,0.03
376,0.66,0.57,0.61,0.8,0.77,0.78,0.17,0.09,0.01,0.05
377,0.68,0.52,0.59,0.79,0.78,0.78,0.22,0.08,0.02,0.04
378,0.62,0.52,0.56,0.77,0.76,0.77,0.23,0.05,0.0,0.03
379,0.63,0.52,0.57,0.77,0.78,0.78,0.26,0.08,0.0,0.04
380,0.58,0.48,0.53,0.79,0.77,0.78,0.2,0.06,0.0,0.04
381,0.65,0.49,0.56,0.78,0.78,0.78,0.15,0.04,0.0,0.02
382,0.44,0.43,0.43,0.8,0.8,0.8,0.12,0.18,0.01,0.11
383,0.64,0.53,0.58,0.79,0.79,0.79,0.22,0.15,0.01,0.06
384,0.67,0.51,0.58,0.81,0.79,0.8,0.18,0.06,0.01,0.04
385,0.76,0.49,0.59,0.79,0.77,0.78,0.23,0.02,0.01,0.02
386,0.67,0.53,0.59,0.82,0.8,0.81,0.19,0.15,0.01,0.08
387,0.7,0.59,0.64,0.81,0.8,0.81,0.22,0.22,0.02,0.09
388,0.69,0.53,0.6,0.77,0.78,0.77,0.23,0.06,0.01,0.04
389,0.52,0.54,0.53,0.78,0.81,0.79,0.18,0.26,0.01,0.14
390,0.59,0.58,0.58,0.8,0.81,0.8,0.13,0.27,0.01,0.15
391,0.69,0.63,0.66,0.79,0.81,0.8,0.22,0.12,0.02,0.06
392,0.57,0.37,0.45,0.79,0.76,0.77,0.16,0.03,0.01,0.03
393,0.65,0.45,0.53,0.78,0.76,0.77,0.21,0.03,0.0,0.02
394,0.67,0.42,0.52,0.81,0.74,0.78,0.18,0.02,0.0,0.01
395,0.68,0.45,0.54,0.81,0.77,0.79,0.18,0.04,0.0,0.03
396,0.61,0.54,0.57,0.77,0.8,0.79,0.17,0.23,0.01,0.11
397,0.65,0.53,0.59,0.76,0.78,0.77,0.21,0.11,0.01,0.06
398,0.62,0.55,0.58,0.79,0.79,0.79,0.15,0.13,0.01,0.08
399,0.69,0.53,0.6,0.81,0.79,0.8,0.17,0.11,0.01,0.06
400,0.59,0.56,0.57,0.79,0.8,0.79,0.2,0.25,0.01,0.11
401,0.59,0.39,0.47,0.79,0.76,0.77,0.08,0.02,0.0,0.01
402,0.49,0.5,0.49,0.77,0.79,0.78,0.17,0.22,0.02,0.12
403,0.67,0.47,0.55,0.8,0.77,0.79,0.13,0.07,0.01,0.04
404,0.53,0.5,0.52,0.79,0.8,0.8,0.12,0.25,0.02,0.13
405,0.63,0.54,0.58,0.78,0.78,0.78,0.16,0.12,0.0,0.06
406,0.55,0.52,0.53,0.79,0.74,0.77,0.2,0.12,0.01,0.06
407,0.61,0.5,0.55,0.79,0.79,0.79,0.18,0.09,0.02,0.04
408,0.69,0.48,0.57,0.8,0.76,0.78,0.12,0.05,0.0,0.04
409,0.69,0.5,0.58,0.81,0.78,0.8,0.18,0.05,0.01,0.04
410,0.64,0.48,0.55,0.77,0.78,0.77,0.19,0.09,0.0,0.05
411,0.66,0.41,0.51,0.8,0.77,0.78,0.17,0.01,0.0,0.01
412,0.64,0.43,0.52,0.81,0.78,0.79,0.15,0.03,0.0,0.02
413,0.63,0.48,0.55,0.78,0.78,0.78,0.17,0.06,0.01,0.04
414,0.58,0.51,0.54,0.78,0.78,0.78,0.2,0.11,0.02,0.07
415,0.62,0.44,0.52,0.81,0.77,0.79,0.19,0.05,0.01,0.04
416,0.68,0.48,0.56,0.78,0.79,0.79,0.19,0.08,0.01,0.04
417,0.7,0.54,0.61,0.79,0.79,0.79,0.21,0.08,0.01,0.04
418,0.61,0.41,0.49,0.8,0.76,0.78,0.24,0.01,0.0,0.01
419,0.61,0.57,0.59,0.79,0.79,0.79,0.24,0.21,0.02,0.1
420,0.63,0.55,0.59,0.79,0.79,0.79,0.21,0.16,0.02,0.09
421,0.61,0.49,0.55,0.78,0.78,0.78,0.24,0.04,0.0,0.02
422,0.68,0.49,0.57,0.79,0.77,0.78,0.21,0.05,0.01,0.03
423,0.55,0.53,0.54,0.77,0.77,0.77,0.16,0.17,0.01,0.09
424,0.54,0.4,0.46,0.8,0.77,0.79,0.17,0.06,0.01,0.05
425,0.57,0.54,0.56,0.79,0.77,0.78,0.15,0.16,0.02,0.08
426,0.66,0.54,0.59,0.78,0.76,0.77,0.16,0.06,0.0,0.03
427,0.58,0.53,0.55,0.79,0.78,0.79,0.19,0.15,0.01,0.08
428,0.57,0.51,0.54,0.78,0.76,0.77,0.16,0.03,0.0,0.02
429,0.54,0.53,0.54,0.8,0.77,0.78,0.2,0.16,0.0,0.08
430,0.62,0.51,0.56,0.78,0.79,0.78,0.17,0.06,0.01,0.04
431,0.64,0.49,0.55,0.8,0.78,0.79,0.24,0.19,0.01,0.08
432,0.6,0.5,0.55,0.78,0.79,0.79,0.15,0.11,0.01,0.06
433,0.6,0.56,0.58,0.79,0.8,0.79,0.2,0.15,0.01,0.07
434,0.52,0.49,0.5,0.79,0.78,0.78,0.13,0.07,0.01,0.05
435,0.64,0.6,0.62,0.79,0.8,0.79,0.17,0.15,0.01,0.07
436,0.65,0.48,0.55,0.8,0.78,0.79,0.15,0.07,0.0,0.04
437,0.56,0.49,0.52,0.77,0.78,0.78,0.19,0.09,0.01,0.05
438,0.62,0.5,0.56,0.79,0.78,0.79,0.19,0.11,0.02,0.07
439,0.71,0.55,0.62,0.8,0.79,0.79,0.18,0.07,0.0,0.04
440,0.57,0.46,0.51,0.78,0.78,0.78,0.13,0.04,0.0,0.03
441,0.61,0.49,0.54,0.79,0.78,0.78,0.18,0.05,0.01,0.03
442,0.45,0.49,0.47,0.79,0.78,0.78,0.15,0.17,0.02,0.09
443,0.58,0.39,0.46,0.8,0.76,0.78,0.19,0.03,0.01,0.03
444,0.67,0.49,0.57,0.8,0.78,0.79,0.13,0.03,0.01,0.02
445,0.55,0.5,0.52,0.78,0.77,0.78,0.17,0.16,0.01,0.08
446,0.59,0.55,0.57,0.79,0.8,0.8,0.24,0.23,0.01,0.11
447,0.58,0.54,0.56,0.81,0.79,0.8,0.17,0.07,0.01,0.04
448,0.68,0.53,0.59,0.8,0.78,0.79,0.2,0.05,0.01,0.03
449,0.65,0.47,0.54,0.8,0.76,0.78,0.19,0.03,0.01,0.02
450,0.73,0.43,0.54,0.79,0.77,0.78,0.14,0.02,0.0,0.01
451,0.55,0.49,0.52,0.79,0.78,0.79,0.14,0.16,0.03,0.08
452,0.61,0.55,0.58,0.78,0.78,0.78,0.17,0.06,0.01,0.04
453,0.64,0.47,0.54,0.79,0.78,0.79,0.17,0.08,0.0,0.04
454,0.56,0.52,0.54,0.77,0.8,0.79,0.24,0.13,0.02,0.07
455,0.54,0.51,0.53,0.77,0.79,0.78,0.37,0.09,0.0,0.05
456,0.66,0.54,0.6,0.8,0.79,0.8,0.14,0.1,0.01,0.06
457,0.76,0.52,0.62,0.82,0.77,0.8,0.17,0.07,0.01,0.04
458,0.65,0.65,0.65,0.81,0.8,0.8,0.18,0.14,0.02,0.07
459,0.58,0.46,0.51,0.78,0.79,0.78,0.13,0.04,0.01,0.03
460,0.45,0.39,0.42,0.81,0.74,0.77,0.18,0.04,0.0,0.03
461,0.53,0.55,0.54,0.8,0.78,0.79,0.19,0.13,0.02,0.08
462,0.63,0.51,0.56,0.78,0.76,0.77,0.2,0.08,0.01,0.05
463,0.64,0.56,0.6,0.8,0.8,0.8,0.18,0.2,0.02,0.1
464,0.58,0.55,0.56,0.78,0.8,0.79,0.19,0.21,0.03,0.1
465,0.56,0.53,0.54,0.78,0.79,0.78,0.16,0.18,0.01,0.09
466,0.59,0.45,0.51,0.78,0.76,0.77,0.13,0.06,0.0,0.04
467,0.62,0.53,0.57,0.79,0.79,0.79,0.17,0.13,0.0,0.07
468,0.65,0.54,0.59,0.79,0.78,0.79,0.22,0.19,0.03,0.09
469,0.42,0.49,0.45,0.8,0.83,0.82,0.18,0.28,0.02,0.21
470,0.51,0.52,0.52,0.8,0.8,0.8,0.11,0.28,0.02,0.14
471,0.71,0.5,0.59,0.82,0.79,0.8,0.19,0.04,0.01,0.03
472,0.77,0.55,0.64,0.79,0.78,0.78,0.21,0.06,0.01,0.03
473,0.62,0.5,0.55,0.79,0.78,0.79,0.14,0.05,0.01,0.03
474,0.61,0.54,0.57,0.8,0.77,0.79,0.18,0.08,0.0,0.05
475,0.58,0.53,0.56,0.8,0.78,0.79,0.16,0.16,0.01,0.08
476,0.64,0.52,0.57,0.79,0.78,0.79,0.23,0.05,0.01,0.03
477,0.65,0.51,0.57,0.77,0.77,0.77,0.16,0.1,0.01,0.05
478,0.63,0.59,0.61,0.8,0.79,0.79,0.2,0.13,0.03,0.07
479,0.68,0.49,0.57,0.8,0.78,0.79,0.11,0.05,0.01,0.03
480,0.64,0.49,0.56,0.76,0.78,0.77,0.25,0.09,0.01,0.06
481,0.46,0.54,0.5,0.79,0.8,0.79,0.21,0.29,0.02,0.21
482,0.59,0.47,0.52,0.8,0.77,0.78,0.24,0.02,0.0,0.02
483,0.7,0.52,0.6,0.78,0.76,0.77,0.18,0.07,0.01,0.03
484,0.44,0.44,0.44,0.78,0.75,0.76,0.15,0.12,0.01,0.08
485,0.59,0.57,0.58,0.79,0.79,0.79,0.23,0.18,0.01,0.09
486,0.55,0.48,0.51,0.81,0.79,0.8,0.16,0.14,0.0,0.08
487,0.63,0.54,0.58,0.78,0.79,0.79,0.22,0.05,0.0,0.03
488,0.65,0.51,0.57,0.79,0.79,0.79,0.25,0.05,0.01,0.03
489,0.53,0.48,0.5,0.77,0.79,0.78,0.14,0.11,0.01,0.06
490,0.59,0.55,0.57,0.79,0.79,0.79,0.21,0.21,0.02,0.1
491,0.47,0.4,0.44,0.77,0.72,0.75,0.17,0.04,0.0,0.03
492,0.67,0.5,0.58,0.79,0.8,0.8,0.24,0.08,0.01,0.05
493,0.64,0.56,0.6,0.79,0.78,0.79,0.19,0.09,0.02,0.05
494,0.55,0.49,0.51,0.78,0.77,0.78,0.16,0.06,0.0,0.04
495,0.69,0.45,0.55,0.79,0.77,0.78,0.18,0.04,0.0,0.03
496,0.63,0.52,0.57,0.8,0.78,0.79,0.2,0.07,0.01,0.04
497,0.58,0.45,0.51,0.79,0.77,0.78,0.16,0.06,0.0,0.04
498,0.65,0.42,0.51,0.8,0.76,0.78,0.11,0.05,0.01,0.03
499,0.55,0.46,0.5,0.76,0.77,0.77,0.23,0.03,0.0,0.02
