,CBERT-R,CBERT-P,CBERT-F,BERTScore-R,BERTScore-P,BERTScore-F,BARTScore,R-1,R-2,R-L
330,0.55,0.54,0.54,0.8,0.69,0.74,0.26,0.14,0.02,0.09
331,0.64,0.63,0.63,0.78,0.71,0.75,0.24,0.22,0.03,0.1
332,0.57,0.5,0.53,0.78,0.6,0.68,0.24,0.08,0.01,0.05
333,0.64,0.45,0.53,0.82,0.67,0.74,0.29,0.12,0.02,0.08
334,0.56,0.65,0.6,0.79,0.74,0.76,0.22,0.22,0.02,0.11
335,0.63,0.68,0.66,0.79,0.68,0.73,0.24,0.45,0.09,0.23
336,0.63,0.5,0.56,0.8,0.61,0.7,0.18,0.08,0.01,0.06
337,0.55,0.49,0.52,0.81,0.71,0.76,0.19,0.12,0.01,0.08
338,0.63,0.57,0.6,0.8,0.67,0.73,0.19,0.24,0.03,0.13
339,0.66,0.57,0.61,0.8,0.69,0.74,0.27,0.11,0.02,0.07
340,0.54,0.52,0.53,0.78,0.63,0.7,0.24,0.21,0.04,0.13
341,0.58,0.44,0.5,0.81,0.7,0.75,0.22,0.1,0.02,0.07
342,0.58,0.6,0.59,0.77,0.67,0.72,0.21,0.4,0.05,0.2
343,0.47,0.54,0.5,0.79,0.67,0.73,0.23,0.14,0.01,0.09
344,0.47,0.55,0.51,0.77,0.65,0.7,0.23,0.12,0.0,0.06
345,0.52,0.62,0.56,0.8,0.68,0.73,0.23,0.21,0.03,0.14
346,0.65,0.53,0.58,0.8,0.68,0.74,0.24,0.13,0.02,0.06
347,0.69,0.43,0.53,0.81,0.67,0.74,0.18,0.04,0.01,0.03
348,0.5,0.59,0.54,0.79,0.69,0.74,0.23,0.24,0.02,0.14
349,0.64,0.6,0.62,0.78,0.66,0.72,0.2,0.27,0.04,0.13
350,0.63,0.6,0.62,0.8,0.68,0.73,0.22,0.27,0.05,0.13
351,0.64,0.61,0.63,0.81,0.76,0.78,0.24,0.24,0.04,0.12
352,0.41,0.38,0.39,0.81,0.67,0.73,0.16,0.06,0.0,0.06
353,0.61,0.6,0.6,0.81,0.71,0.76,0.26,0.29,0.05,0.15
354,0.66,0.53,0.59,0.79,0.65,0.71,0.24,0.06,0.01,0.04
355,0.54,0.57,0.56,0.79,0.64,0.71,0.24,0.2,0.02,0.11
356,0.54,0.5,0.52,0.82,0.73,0.77,0.24,0.21,0.04,0.11
357,0.51,0.58,0.54,0.78,0.7,0.74,0.22,0.2,0.02,0.11
358,0.57,0.53,0.54,0.79,0.65,0.71,0.22,0.17,0.02,0.1
359,0.57,0.61,0.59,0.8,0.66,0.72,0.2,0.19,0.02,0.09
360,0.48,0.42,0.45,0.79,0.64,0.71,0.22,0.09,0.01,0.07
361,0.61,0.5,0.55,0.81,0.71,0.75,0.21,0.07,0.01,0.05
362,0.52,0.59,0.55,0.78,0.62,0.69,0.24,0.2,0.03,0.11
363,0.53,0.49,0.51,0.79,0.69,0.74,0.28,0.05,0.0,0.03
364,0.53,0.48,0.5,0.79,0.67,0.72,0.3,0.07,0.01,0.04
365,0.59,0.54,0.56,0.8,0.63,0.7,0.17,0.14,0.01,0.08
366,0.59,0.53,0.56,0.81,0.69,0.74,0.24,0.14,0.01,0.09
367,0.68,0.54,0.6,0.8,0.73,0.76,0.23,0.14,0.03,0.08
368,0.6,0.49,0.54,0.81,0.7,0.75,0.29,0.07,0.02,0.05
369,0.51,0.55,0.53,0.78,0.67,0.72,0.25,0.26,0.0,0.14
370,0.53,0.62,0.58,0.8,0.74,0.77,0.27,0.38,0.07,0.2
371,0.6,0.56,0.58,0.79,0.66,0.72,0.29,0.22,0.04,0.11
372,0.57,0.53,0.55,0.8,0.7,0.75,0.21,0.1,0.02,0.07
373,0.6,0.52,0.56,0.78,0.69,0.73,0.22,0.09,0.01,0.05
374,0.66,0.57,0.61,0.79,0.69,0.73,0.22,0.19,0.04,0.09
375,0.74,0.46,0.57,0.79,0.61,0.69,0.22,0.03,0.01,0.02
376,0.6,0.51,0.55,0.83,0.7,0.76,0.24,0.07,0.01,0.05
377,0.56,0.44,0.49,0.78,0.63,0.7,0.24,0.07,0.02,0.04
378,0.5,0.54,0.52,0.79,0.64,0.71,0.22,0.27,0.03,0.17
379,0.56,0.56,0.56,0.79,0.66,0.72,0.26,0.12,0.01,0.08
380,0.57,0.49,0.53,0.79,0.62,0.7,0.21,0.13,0.01,0.07
381,0.61,0.53,0.57,0.8,0.67,0.73,0.19,0.08,0.01,0.05
382,0.56,0.46,0.5,0.81,0.64,0.71,0.15,0.13,0.0,0.07
383,0.7,0.55,0.62,0.8,0.69,0.74,0.28,0.15,0.03,0.06
384,0.52,0.45,0.48,0.81,0.67,0.73,0.24,0.12,0.01,0.08
385,0.45,0.53,0.49,0.78,0.67,0.72,0.21,0.15,0.01,0.08
386,0.51,0.38,0.44,0.84,0.63,0.72,0.18,0.02,0.0,0.02
387,0.49,0.48,0.48,0.79,0.71,0.75,0.24,0.22,0.03,0.11
388,0.64,0.56,0.6,0.78,0.62,0.69,0.23,0.16,0.02,0.08
389,0.65,0.6,0.63,0.78,0.64,0.7,0.2,0.15,0.03,0.09
390,0.54,0.53,0.53,0.79,0.66,0.72,0.22,0.15,0.02,0.1
391,0.64,0.69,0.66,0.79,0.72,0.75,0.24,0.25,0.05,0.13
392,0.53,0.49,0.51,0.79,0.69,0.74,0.25,0.09,0.01,0.07
393,0.38,0.37,0.37,0.82,0.71,0.76,0.21,0.01,0.0,0.01
394,0.5,0.48,0.49,0.8,0.71,0.75,0.23,0.15,0.01,0.09
395,0.57,0.53,0.55,0.8,0.67,0.73,0.23,0.14,0.01,0.07
396,0.54,0.43,0.48,0.79,0.66,0.72,0.19,0.05,0.0,0.03
397,0.54,0.59,0.57,0.79,0.7,0.74,0.25,0.3,0.03,0.17
398,0.61,0.59,0.6,0.77,0.68,0.73,0.29,0.16,0.03,0.09
399,0.6,0.52,0.56,0.82,0.69,0.75,0.35,0.07,0.01,0.05
400,0.52,0.53,0.52,0.79,0.67,0.73,0.23,0.12,0.01,0.07
401,0.54,0.62,0.58,0.79,0.68,0.73,0.24,0.22,0.03,0.13
402,0.56,0.58,0.57,0.78,0.68,0.73,0.2,0.3,0.04,0.14
403,0.58,0.5,0.54,0.8,0.68,0.73,0.22,0.1,0.01,0.06
404,0.51,0.47,0.49,0.79,0.64,0.7,0.27,0.14,0.01,0.09
405,0.43,0.41,0.42,0.78,0.64,0.7,0.29,0.04,0.01,0.03
406,0.53,0.47,0.5,0.81,0.7,0.75,0.25,0.09,0.0,0.05
407,0.51,0.51,0.51,0.8,0.69,0.74,0.21,0.05,0.01,0.04
408,0.6,0.65,0.62,0.79,0.72,0.76,0.23,0.34,0.04,0.15
409,0.48,0.5,0.49,0.78,0.6,0.68,0.22,0.13,0.05,0.09
410,0.61,0.54,0.57,0.8,0.7,0.75,0.19,0.22,0.03,0.11
411,0.62,0.54,0.58,0.8,0.67,0.72,0.21,0.06,0.01,0.04
412,0.61,0.47,0.53,0.82,0.67,0.74,0.24,0.03,0.01,0.03
413,0.53,0.6,0.56,0.78,0.63,0.7,0.18,0.26,0.03,0.15
414,0.63,0.63,0.63,0.8,0.65,0.72,0.28,0.33,0.05,0.16
415,0.5,0.58,0.54,0.77,0.62,0.69,0.2,0.12,0.01,0.07
416,0.51,0.46,0.49,0.8,0.7,0.75,0.23,0.12,0.02,0.07
417,0.57,0.55,0.56,0.79,0.74,0.77,0.29,0.3,0.07,0.16
418,0.5,0.5,0.5,0.8,0.69,0.74,0.17,0.14,0.02,0.08
419,0.64,0.48,0.55,0.8,0.64,0.71,0.23,0.05,0.01,0.03
420,0.69,0.53,0.6,0.82,0.68,0.74,0.27,0.13,0.02,0.07
421,0.52,0.67,0.59,0.77,0.66,0.71,0.21,0.33,0.04,0.19
422,0.62,0.56,0.59,0.8,0.68,0.74,0.24,0.17,0.03,0.1
423,0.66,0.59,0.63,0.81,0.71,0.76,0.2,0.13,0.03,0.08
424,0.61,0.55,0.58,0.81,0.67,0.74,0.22,0.08,0.02,0.06
425,0.56,0.68,0.61,0.77,0.69,0.73,0.22,0.42,0.07,0.18
426,0.61,0.61,0.61,0.8,0.69,0.74,0.19,0.29,0.03,0.12
427,0.52,0.46,0.49,0.8,0.61,0.69,0.19,0.06,0.01,0.05
428,0.62,0.65,0.64,0.78,0.67,0.72,0.2,0.34,0.05,0.16
429,0.5,0.38,0.43,0.78,0.62,0.69,0.23,0.02,0.0,0.02
430,0.52,0.58,0.55,0.8,0.64,0.71,0.21,0.11,0.0,0.07
431,0.46,0.45,0.46,0.8,0.61,0.69,0.17,0.02,0.0,0.02
432,0.61,0.56,0.58,0.78,0.66,0.71,0.27,0.17,0.02,0.1
433,0.65,0.49,0.56,0.79,0.68,0.73,0.21,0.14,0.02,0.08
434,0.57,0.41,0.48,0.83,0.7,0.76,0.26,0.02,0.0,0.02
435,0.6,0.56,0.58,0.8,0.65,0.72,0.19,0.12,0.02,0.07
436,0.49,0.55,0.51,0.76,0.61,0.68,0.18,0.2,0.03,0.12
437,0.53,0.43,0.48,0.81,0.62,0.7,0.16,0.04,0.01,0.03
438,0.63,0.52,0.57,0.81,0.68,0.74,0.3,0.08,0.01,0.05
439,0.48,0.55,0.51,0.78,0.7,0.74,0.28,0.18,0.02,0.12
440,0.6,0.64,0.62,0.78,0.7,0.74,0.23,0.23,0.03,0.11
441,0.59,0.57,0.58,0.77,0.67,0.72,0.27,0.17,0.03,0.09
442,0.6,0.59,0.59,0.8,0.66,0.72,0.23,0.12,0.02,0.07
443,0.46,0.57,0.51,0.79,0.68,0.73,0.25,0.13,0.01,0.08
444,0.7,0.63,0.66,0.79,0.67,0.73,0.23,0.16,0.04,0.09
445,0.6,0.57,0.59,0.8,0.61,0.69,0.2,0.1,0.0,0.07
446,0.46,0.4,0.43,0.8,0.68,0.74,0.21,0.03,0.0,0.02
447,0.59,0.44,0.51,0.81,0.66,0.72,0.18,0.04,0.0,0.03
448,0.52,0.57,0.55,0.77,0.68,0.72,0.22,0.29,0.03,0.14
449,0.67,0.58,0.62,0.8,0.68,0.74,0.21,0.15,0.03,0.08
450,0.57,0.53,0.55,0.79,0.64,0.71,0.21,0.09,0.02,0.05
451,0.48,0.52,0.5,0.78,0.65,0.71,0.2,0.23,0.02,0.11
452,0.5,0.41,0.45,0.79,0.63,0.7,0.26,0.09,0.01,0.06
453,0.61,0.56,0.59,0.79,0.65,0.71,0.23,0.3,0.05,0.15
454,0.53,0.59,0.56,0.79,0.73,0.76,0.29,0.26,0.04,0.13
455,0.51,0.47,0.49,0.79,0.7,0.74,0.3,0.23,0.04,0.13
456,0.53,0.51,0.52,0.79,0.7,0.74,0.19,0.2,0.01,0.1
457,0.56,0.49,0.53,0.79,0.65,0.71,0.24,0.18,0.01,0.1
458,0.54,0.6,0.57,0.8,0.68,0.73,0.2,0.19,0.04,0.11
459,0.55,0.5,0.52,0.79,0.67,0.72,0.21,0.19,0.02,0.11
460,0.48,0.58,0.53,0.79,0.72,0.75,0.25,0.27,0.03,0.13
461,0.56,0.49,0.52,0.8,0.66,0.72,0.26,0.11,0.02,0.07
462,0.53,0.56,0.54,0.81,0.72,0.76,0.23,0.19,0.01,0.11
463,0.49,0.57,0.53,0.79,0.7,0.74,0.27,0.34,0.03,0.16
464,0.45,0.48,0.47,0.81,0.75,0.78,0.22,0.08,0.01,0.05
465,0.58,0.6,0.59,0.77,0.69,0.73,0.25,0.25,0.04,0.12
466,0.59,0.6,0.59,0.77,0.69,0.73,0.29,0.2,0.03,0.1
467,0.47,0.57,0.52,0.79,0.72,0.76,0.2,0.27,0.02,0.14
468,0.66,0.63,0.65,0.78,0.67,0.72,0.22,0.21,0.02,0.12
469,0.53,0.61,0.56,0.79,0.64,0.71,0.22,0.07,0.0,0.05
470,0.53,0.58,0.56,0.78,0.67,0.72,0.24,0.15,0.02,0.08
471,0.57,0.42,0.48,0.8,0.74,0.77,0.25,0.09,0.01,0.05
472,0.59,0.48,0.53,0.78,0.68,0.73,0.21,0.13,0.01,0.07
473,0.54,0.5,0.52,0.79,0.64,0.71,0.23,0.1,0.01,0.06
474,0.46,0.46,0.46,0.79,0.64,0.71,0.21,0.16,0.01,0.09
475,0.6,0.52,0.55,0.79,0.65,0.71,0.21,0.17,0.03,0.1
476,0.52,0.43,0.47,0.8,0.68,0.74,0.19,0.03,0.01,0.02
477,0.56,0.5,0.53,0.8,0.62,0.7,0.19,0.21,0.02,0.11
478,0.59,0.61,0.6,0.77,0.63,0.69,0.2,0.15,0.02,0.07
479,0.7,0.6,0.65,0.81,0.68,0.74,0.25,0.13,0.02,0.07
480,0.73,0.49,0.58,0.81,0.68,0.74,0.31,0.1,0.02,0.06
481,0.51,0.6,0.56,0.79,0.67,0.73,0.19,0.13,0.01,0.08
482,0.56,0.41,0.47,0.81,0.69,0.74,0.31,0.04,0.01,0.03
483,0.48,0.46,0.47,0.77,0.68,0.72,0.18,0.06,0.0,0.05
484,0.56,0.51,0.53,0.8,0.7,0.74,0.22,0.23,0.04,0.12
485,0.55,0.46,0.5,0.79,0.7,0.74,0.22,0.09,0.02,0.06
486,0.53,0.6,0.57,0.8,0.7,0.75,0.22,0.25,0.06,0.16
487,0.49,0.5,0.49,0.81,0.68,0.74,0.22,0.1,0.01,0.07
488,0.53,0.56,0.54,0.8,0.71,0.75,0.2,0.15,0.03,0.09
489,0.59,0.51,0.55,0.79,0.69,0.73,0.31,0.09,0.01,0.06
490,0.59,0.52,0.55,0.8,0.61,0.69,0.23,0.09,0.02,0.06
491,0.6,0.57,0.58,0.81,0.67,0.73,0.25,0.18,0.01,0.08
492,0.6,0.63,0.61,0.79,0.66,0.72,0.23,0.3,0.04,0.14
493,0.59,0.48,0.53,0.78,0.63,0.7,0.26,0.11,0.01,0.07
494,0.56,0.65,0.6,0.79,0.65,0.71,0.23,0.22,0.06,0.12
495,0.47,0.48,0.47,0.79,0.65,0.71,0.16,0.1,0.0,0.07
496,0.62,0.58,0.6,0.79,0.63,0.7,0.25,0.28,0.04,0.12
497,0.48,0.39,0.43,0.82,0.68,0.74,0.26,0.02,0.0,0.02
498,0.25,0.16,0.2,0.8,0.58,0.67,0.05,0.02,0.0,0.02
499,0.57,0.39,0.46,0.81,0.67,0.73,0.17,0.04,0.01,0.03
