,CBERT-R,CBERT-P,CBERT-F,BERTScore-R,BERTScore-P,BERTScore-F,BARTScore,R-1,R-2,R-L
330,0.65,0.45,0.53,0.81,0.73,0.77,0.43,0.14,0.02,0.1
331,0.59,0.57,0.58,0.78,0.71,0.74,0.24,0.12,0.02,0.06
332,0.6,0.57,0.59,0.8,0.68,0.73,0.23,0.22,0.04,0.1
333,0.58,0.42,0.49,0.8,0.71,0.75,0.26,0.08,0.01,0.05
334,0.59,0.64,0.61,0.79,0.68,0.73,0.2,0.25,0.04,0.13
335,0.57,0.47,0.52,0.81,0.68,0.74,0.26,0.13,0.03,0.08
336,0.56,0.56,0.56,0.78,0.68,0.73,0.21,0.2,0.02,0.1
337,0.55,0.49,0.52,0.78,0.71,0.74,0.22,0.26,0.01,0.14
338,0.66,0.46,0.54,0.82,0.7,0.75,0.28,0.13,0.02,0.07
339,0.6,0.44,0.51,0.8,0.66,0.72,0.21,0.02,0.0,0.01
340,0.55,0.48,0.51,0.81,0.64,0.71,0.23,0.13,0.02,0.08
341,0.5,0.38,0.43,0.81,0.69,0.75,0.19,0.04,0.01,0.03
342,0.52,0.53,0.52,0.78,0.67,0.72,0.25,0.26,0.02,0.12
343,0.38,0.43,0.4,0.79,0.67,0.72,0.19,0.08,0.0,0.06
344,0.67,0.61,0.64,0.79,0.67,0.73,0.25,0.22,0.05,0.12
345,0.45,0.48,0.47,0.79,0.69,0.74,0.2,0.09,0.01,0.07
346,0.6,0.49,0.54,0.78,0.68,0.73,0.24,0.07,0.02,0.06
347,0.63,0.65,0.64,0.79,0.7,0.74,0.24,0.38,0.06,0.16
348,0.57,0.5,0.53,0.81,0.69,0.75,0.23,0.13,0.02,0.07
349,0.58,0.59,0.59,0.78,0.67,0.72,0.21,0.33,0.05,0.16
350,0.55,0.39,0.46,0.8,0.69,0.74,0.16,0.05,0.0,0.03
351,0.59,0.44,0.51,0.83,0.71,0.77,0.21,0.1,0.01,0.06
352,0.52,0.58,0.55,0.77,0.69,0.73,0.23,0.38,0.06,0.22
353,0.56,0.59,0.57,0.79,0.69,0.73,0.24,0.3,0.04,0.14
354,0.65,0.58,0.61,0.78,0.66,0.72,0.23,0.18,0.03,0.1
355,0.48,0.56,0.52,0.8,0.67,0.73,0.26,0.14,0.01,0.09
356,0.49,0.58,0.53,0.78,0.66,0.72,0.24,0.22,0.04,0.14
357,0.57,0.65,0.6,0.79,0.76,0.77,0.22,0.35,0.04,0.17
358,0.52,0.59,0.55,0.79,0.65,0.72,0.27,0.3,0.04,0.15
359,0.51,0.54,0.52,0.77,0.7,0.73,0.29,0.12,0.03,0.08
360,0.48,0.38,0.42,0.8,0.69,0.74,0.18,0.07,0.0,0.04
361,0.6,0.53,0.56,0.82,0.72,0.76,0.24,0.14,0.02,0.1
362,0.47,0.58,0.52,0.78,0.62,0.69,0.2,0.23,0.01,0.14
363,0.5,0.45,0.47,0.8,0.72,0.75,0.28,0.06,0.02,0.05
364,0.56,0.53,0.54,0.79,0.68,0.73,0.2,0.12,0.01,0.07
365,0.6,0.52,0.55,0.8,0.7,0.75,0.23,0.17,0.02,0.09
366,0.46,0.42,0.44,0.81,0.7,0.75,0.16,0.06,0.01,0.04
367,0.59,0.59,0.59,0.79,0.68,0.73,0.19,0.31,0.04,0.15
368,0.56,0.46,0.51,0.79,0.68,0.73,0.25,0.06,0.01,0.04
369,0.51,0.48,0.5,0.79,0.67,0.72,0.22,0.29,0.03,0.16
370,0.55,0.58,0.56,0.8,0.73,0.76,0.22,0.21,0.03,0.12
371,0.59,0.5,0.54,0.81,0.69,0.75,0.24,0.11,0.01,0.06
372,0.56,0.49,0.52,0.81,0.7,0.75,0.19,0.08,0.01,0.04
373,0.69,0.62,0.65,0.8,0.71,0.76,0.24,0.14,0.03,0.08
374,0.6,0.57,0.58,0.8,0.68,0.74,0.24,0.15,0.03,0.08
375,0.53,0.56,0.55,0.78,0.67,0.72,0.2,0.13,0.02,0.08
376,0.54,0.51,0.53,0.8,0.69,0.74,0.25,0.08,0.01,0.05
377,0.49,0.45,0.47,0.8,0.65,0.72,0.26,0.12,0.01,0.07
378,0.49,0.55,0.52,0.8,0.69,0.74,0.25,0.18,0.02,0.1
379,0.5,0.48,0.49,0.8,0.66,0.72,0.17,0.07,0.0,0.04
380,0.59,0.44,0.5,0.82,0.69,0.75,0.25,0.09,0.01,0.05
381,0.49,0.47,0.48,0.8,0.71,0.75,0.28,0.1,0.01,0.07
382,0.59,0.56,0.57,0.8,0.7,0.75,0.24,0.25,0.04,0.12
383,0.58,0.49,0.53,0.81,0.68,0.74,0.26,0.09,0.01,0.05
384,0.47,0.49,0.48,0.81,0.65,0.72,0.2,0.07,0.0,0.05
385,0.62,0.63,0.63,0.79,0.68,0.73,0.23,0.39,0.08,0.17
386,0.5,0.46,0.48,0.81,0.74,0.77,0.24,0.08,0.01,0.06
387,0.51,0.43,0.46,0.8,0.7,0.74,0.19,0.13,0.01,0.08
388,0.6,0.54,0.57,0.79,0.63,0.7,0.23,0.12,0.01,0.07
389,0.54,0.61,0.57,0.77,0.69,0.73,0.24,0.21,0.02,0.11
390,0.53,0.59,0.56,0.77,0.69,0.72,0.24,0.38,0.02,0.19
391,0.61,0.58,0.59,0.8,0.72,0.76,0.23,0.13,0.03,0.08
392,0.5,0.46,0.48,0.81,0.68,0.74,0.22,0.07,0.01,0.05
393,0.57,0.55,0.56,0.79,0.72,0.75,0.21,0.21,0.03,0.11
394,0.57,0.66,0.61,0.79,0.74,0.76,0.25,0.45,0.06,0.23
395,0.56,0.46,0.51,0.8,0.67,0.73,0.22,0.03,0.0,0.02
396,0.55,0.46,0.5,0.78,0.67,0.72,0.21,0.12,0.01,0.07
397,0.53,0.42,0.47,0.81,0.7,0.75,0.21,0.03,0.0,0.02
398,0.58,0.56,0.57,0.81,0.7,0.75,0.24,0.18,0.02,0.1
399,0.55,0.55,0.55,0.79,0.7,0.74,0.23,0.18,0.02,0.09
400,0.79,0.56,0.65,0.81,0.72,0.76,0.22,0.12,0.03,0.06
401,0.42,0.4,0.41,0.8,0.61,0.69,0.15,0.05,0.0,0.04
402,0.62,0.45,0.52,0.81,0.63,0.71,0.26,0.11,0.01,0.07
403,0.62,0.55,0.58,0.8,0.69,0.74,0.24,0.14,0.02,0.07
404,0.49,0.45,0.47,0.8,0.65,0.72,0.21,0.06,0.01,0.04
405,0.65,0.66,0.66,0.81,0.74,0.77,0.23,0.23,0.04,0.11
406,0.58,0.52,0.55,0.8,0.71,0.75,0.28,0.15,0.02,0.08
407,0.54,0.52,0.53,0.82,0.71,0.76,0.27,0.07,0.01,0.04
408,0.6,0.58,0.59,0.81,0.73,0.77,0.17,0.22,0.04,0.11
409,0.51,0.44,0.47,0.79,0.62,0.69,0.16,0.12,0.03,0.07
410,0.46,0.38,0.42,0.8,0.68,0.74,0.17,0.08,0.0,0.04
411,0.53,0.51,0.52,0.8,0.69,0.74,0.21,0.05,0.01,0.04
412,0.4,0.35,0.37,0.8,0.68,0.74,0.29,0.02,0.0,0.02
413,0.52,0.47,0.49,0.8,0.66,0.72,0.21,0.09,0.0,0.05
414,0.57,0.42,0.49,0.8,0.69,0.74,0.28,0.07,0.01,0.05
415,0.5,0.58,0.54,0.78,0.69,0.73,0.22,0.33,0.04,0.18
416,0.55,0.48,0.51,0.81,0.72,0.76,0.25,0.12,0.01,0.07
417,0.52,0.44,0.48,0.8,0.73,0.76,0.25,0.08,0.01,0.06
418,0.55,0.63,0.59,0.79,0.72,0.75,0.27,0.39,0.04,0.17
419,0.59,0.55,0.57,0.79,0.69,0.74,0.22,0.1,0.01,0.07
420,0.66,0.44,0.53,0.8,0.69,0.74,0.24,0.1,0.01,0.06
421,0.49,0.49,0.49,0.78,0.7,0.74,0.29,0.13,0.02,0.08
422,0.44,0.47,0.45,0.79,0.64,0.71,0.18,0.06,0.0,0.04
423,0.61,0.55,0.58,0.8,0.71,0.75,0.24,0.13,0.02,0.07
424,0.54,0.41,0.46,0.81,0.67,0.73,0.1,0.02,0.0,0.02
425,0.52,0.57,0.54,0.78,0.68,0.73,0.21,0.17,0.02,0.09
426,0.62,0.62,0.62,0.79,0.69,0.74,0.23,0.47,0.06,0.2
427,0.53,0.59,0.56,0.79,0.67,0.73,0.22,0.34,0.04,0.2
428,0.56,0.62,0.59,0.79,0.72,0.75,0.23,0.21,0.02,0.12
429,0.63,0.51,0.56,0.82,0.71,0.76,0.25,0.06,0.01,0.04
430,0.55,0.61,0.58,0.8,0.62,0.7,0.22,0.26,0.04,0.14
431,0.47,0.5,0.48,0.8,0.65,0.72,0.21,0.1,0.01,0.08
432,0.47,0.48,0.48,0.79,0.65,0.72,0.24,0.11,0.01,0.07
433,0.52,0.41,0.46,0.78,0.69,0.73,0.22,0.14,0.02,0.08
434,0.64,0.56,0.6,0.79,0.71,0.74,0.2,0.09,0.01,0.05
435,0.6,0.55,0.58,0.8,0.62,0.7,0.31,0.07,0.01,0.05
436,0.58,0.57,0.58,0.78,0.61,0.69,0.25,0.3,0.05,0.17
437,0.68,0.59,0.63,0.8,0.7,0.75,0.23,0.22,0.04,0.09
438,0.49,0.38,0.43,0.81,0.68,0.74,0.26,0.03,0.0,0.02
439,0.49,0.44,0.47,0.77,0.71,0.74,0.33,0.15,0.02,0.11
440,0.51,0.53,0.52,0.79,0.65,0.71,0.3,0.11,0.02,0.07
441,0.59,0.56,0.58,0.8,0.68,0.74,0.23,0.14,0.01,0.07
442,0.6,0.58,0.59,0.8,0.67,0.73,0.25,0.18,0.01,0.1
443,0.58,0.48,0.53,0.79,0.67,0.72,0.18,0.1,0.01,0.07
444,0.57,0.58,0.58,0.78,0.72,0.75,0.23,0.19,0.03,0.1
445,0.51,0.57,0.54,0.78,0.69,0.73,0.17,0.18,0.02,0.1
446,0.63,0.49,0.55,0.8,0.69,0.74,0.2,0.1,0.01,0.06
447,0.51,0.52,0.51,0.8,0.68,0.74,0.2,0.05,0.0,0.04
448,0.58,0.58,0.58,0.8,0.67,0.73,0.21,0.16,0.01,0.09
449,0.62,0.59,0.6,0.8,0.68,0.74,0.24,0.16,0.02,0.08
450,0.55,0.51,0.53,0.78,0.66,0.72,0.26,0.16,0.02,0.11
451,0.48,0.51,0.49,0.8,0.69,0.74,0.16,0.07,0.01,0.04
452,0.53,0.5,0.52,0.79,0.62,0.7,0.22,0.15,0.02,0.09
453,0.61,0.49,0.54,0.82,0.66,0.73,0.21,0.09,0.01,0.06
454,0.51,0.52,0.51,0.8,0.69,0.74,0.23,0.24,0.02,0.11
455,0.5,0.52,0.51,0.8,0.67,0.73,0.25,0.21,0.01,0.13
456,0.52,0.39,0.45,0.8,0.7,0.75,0.26,0.08,0.02,0.06
457,0.5,0.42,0.46,0.79,0.65,0.72,0.24,0.2,0.0,0.09
458,0.63,0.57,0.6,0.79,0.68,0.73,0.22,0.29,0.04,0.14
459,0.52,0.44,0.48,0.79,0.7,0.74,0.17,0.08,0.0,0.05
460,0.58,0.56,0.57,0.79,0.71,0.75,0.24,0.2,0.02,0.1
461,0.62,0.51,0.56,0.8,0.68,0.73,0.26,0.19,0.02,0.1
462,0.62,0.52,0.57,0.8,0.73,0.76,0.3,0.29,0.03,0.13
463,0.56,0.52,0.54,0.78,0.69,0.73,0.27,0.24,0.02,0.13
464,0.58,0.43,0.49,0.8,0.7,0.75,0.17,0.04,0.0,0.03
465,0.61,0.56,0.58,0.78,0.73,0.76,0.21,0.11,0.02,0.06
466,0.55,0.57,0.56,0.78,0.7,0.73,0.23,0.13,0.02,0.07
467,0.52,0.58,0.55,0.78,0.71,0.75,0.23,0.26,0.04,0.13
468,0.72,0.55,0.63,0.82,0.68,0.74,0.21,0.13,0.03,0.08
469,0.45,0.59,0.51,0.78,0.66,0.71,0.26,0.11,0.01,0.07
470,0.58,0.48,0.53,0.79,0.67,0.72,0.24,0.09,0.01,0.06
471,0.66,0.67,0.67,0.81,0.75,0.78,0.24,0.36,0.08,0.16
472,0.59,0.54,0.56,0.8,0.69,0.74,0.24,0.15,0.02,0.1
473,0.55,0.54,0.55,0.8,0.69,0.75,0.22,0.18,0.03,0.1
474,0.55,0.64,0.59,0.79,0.69,0.74,0.26,0.21,0.02,0.1
475,0.51,0.35,0.41,0.79,0.69,0.74,0.25,0.02,0.0,0.01
476,0.52,0.55,0.53,0.79,0.71,0.75,0.26,0.21,0.03,0.11
477,0.54,0.53,0.54,0.79,0.68,0.73,0.26,0.27,0.03,0.14
478,0.63,0.56,0.59,0.79,0.62,0.69,0.23,0.11,0.03,0.07
479,0.62,0.55,0.58,0.79,0.71,0.74,0.26,0.25,0.04,0.12
480,0.6,0.5,0.55,0.79,0.68,0.73,0.26,0.19,0.02,0.1
481,0.55,0.49,0.51,0.8,0.7,0.75,0.22,0.07,0.01,0.05
482,0.59,0.51,0.55,0.8,0.72,0.76,0.18,0.11,0.01,0.06
483,0.49,0.49,0.49,0.8,0.68,0.73,0.25,0.13,0.02,0.08
484,0.51,0.48,0.5,0.79,0.69,0.74,0.21,0.16,0.01,0.08
485,0.68,0.61,0.64,0.79,0.72,0.76,0.28,0.21,0.03,0.09
486,0.52,0.45,0.48,0.79,0.7,0.75,0.31,0.09,0.02,0.07
487,0.55,0.56,0.56,0.8,0.69,0.74,0.23,0.25,0.04,0.12
488,0.58,0.54,0.56,0.81,0.7,0.75,0.28,0.12,0.01,0.07
489,0.58,0.52,0.54,0.8,0.69,0.74,0.19,0.08,0.01,0.05
490,0.58,0.48,0.53,0.8,0.64,0.71,0.2,0.14,0.01,0.08
491,0.61,0.44,0.51,0.81,0.66,0.73,0.24,0.05,0.01,0.04
492,0.48,0.57,0.52,0.79,0.69,0.74,0.2,0.22,0.01,0.12
493,0.62,0.51,0.56,0.8,0.71,0.75,0.2,0.1,0.01,0.06
494,0.57,0.59,0.58,0.79,0.65,0.71,0.19,0.14,0.02,0.07
495,0.49,0.43,0.46,0.79,0.67,0.73,0.24,0.14,0.01,0.07
496,0.69,0.59,0.63,0.8,0.63,0.71,0.24,0.26,0.04,0.12
497,0.55,0.61,0.58,0.79,0.68,0.73,0.22,0.15,0.03,0.08
498,0.51,0.49,0.5,0.77,0.59,0.67,0.15,0.17,0.0,0.1
499,0.55,0.59,0.57,0.78,0.7,0.74,0.22,0.29,0.04,0.13
