,CBERT-R,CBERT-P,CBERT-F,BERTScore-R,BERTScore-P,BERTScore-F,BARTScore,R-1,R-2,R-L
330,0.85,0.86,0.85,0.87,0.73,0.79,0.42,0.51,0.33,0.35
331,0.83,0.84,0.83,0.82,0.73,0.77,0.29,0.53,0.26,0.29
332,0.84,0.73,0.78,0.81,0.61,0.7,0.24,0.18,0.07,0.09
333,0.93,0.61,0.74,0.9,0.7,0.79,0.58,0.21,0.15,0.18
334,0.84,0.67,0.75,0.82,0.74,0.78,0.32,0.11,0.07,0.09
335,0.74,0.76,0.75,0.81,0.7,0.76,0.29,0.6,0.24,0.27
336,0.88,0.75,0.81,0.83,0.65,0.73,0.37,0.36,0.24,0.24
337,0.85,0.74,0.79,0.87,0.74,0.8,0.52,0.45,0.26,0.32
338,0.78,0.79,0.79,0.84,0.69,0.76,0.33,0.43,0.16,0.16
339,0.82,0.58,0.68,0.86,0.67,0.75,0.35,0.04,0.03,0.04
340,0.79,0.8,0.79,0.83,0.66,0.74,0.4,0.46,0.28,0.35
341,0.83,0.63,0.71,0.86,0.73,0.79,0.51,0.21,0.14,0.16
342,0.88,0.66,0.76,0.83,0.69,0.75,0.52,0.29,0.21,0.22
343,0.65,0.55,0.6,0.81,0.68,0.74,0.27,0.18,0.03,0.09
344,0.52,0.52,0.52,0.82,0.66,0.73,0.27,0.1,0.01,0.06
345,0.74,0.67,0.71,0.82,0.66,0.73,0.33,0.17,0.07,0.11
346,0.8,0.7,0.75,0.84,0.69,0.76,0.31,0.19,0.09,0.1
347,0.8,0.64,0.71,0.84,0.71,0.77,0.39,0.28,0.11,0.14
348,0.65,0.61,0.63,0.83,0.67,0.74,0.26,0.14,0.05,0.09
349,0.86,0.72,0.78,0.83,0.68,0.75,0.34,0.35,0.18,0.2
350,0.91,0.78,0.84,0.88,0.71,0.79,0.56,0.44,0.35,0.39
351,0.68,0.62,0.65,0.83,0.77,0.8,0.26,0.19,0.03,0.09
352,0.74,0.83,0.78,0.84,0.7,0.76,0.38,0.46,0.29,0.38
353,0.8,0.67,0.72,0.86,0.73,0.79,0.4,0.29,0.13,0.13
354,0.83,0.68,0.75,0.83,0.68,0.74,0.25,0.17,0.08,0.09
355,0.74,0.79,0.77,0.82,0.65,0.73,0.26,0.41,0.14,0.19
356,0.83,0.63,0.72,0.89,0.74,0.81,0.43,0.2,0.12,0.16
357,0.79,0.55,0.65,0.82,0.69,0.75,0.28,0.08,0.03,0.06
358,0.72,0.7,0.71,0.84,0.69,0.76,0.38,0.42,0.19,0.24
359,0.78,0.51,0.62,0.83,0.65,0.73,0.27,0.09,0.03,0.05
360,0.74,0.76,0.75,0.76,0.69,0.72,0.19,0.47,0.25,0.24
361,0.89,0.83,0.86,0.84,0.75,0.79,0.41,0.46,0.3,0.35
362,0.59,0.5,0.54,0.8,0.59,0.68,0.21,0.13,0.04,0.08
363,0.84,0.7,0.76,0.83,0.71,0.77,0.33,0.13,0.05,0.08
364,0.83,0.83,0.83,0.83,0.71,0.76,0.38,0.44,0.22,0.3
365,0.88,0.57,0.69,0.89,0.64,0.74,0.44,0.11,0.06,0.06
366,0.64,0.51,0.57,0.84,0.69,0.76,0.24,0.11,0.03,0.07
367,0.81,0.71,0.76,0.86,0.74,0.8,0.37,0.26,0.12,0.15
368,0.87,0.72,0.79,0.85,0.73,0.78,0.36,0.27,0.17,0.19
369,0.87,0.85,0.86,0.87,0.72,0.79,0.45,0.68,0.42,0.46
370,0.77,0.69,0.73,0.85,0.75,0.8,0.3,0.31,0.13,0.19
371,0.8,0.56,0.66,0.86,0.63,0.73,0.34,0.1,0.04,0.08
372,0.86,0.85,0.85,0.85,0.74,0.79,0.41,0.49,0.29,0.32
373,0.77,0.82,0.79,0.81,0.75,0.78,0.29,0.45,0.22,0.2
374,0.89,0.56,0.69,0.87,0.68,0.77,0.39,0.07,0.04,0.06
375,0.84,0.64,0.73,0.81,0.63,0.71,0.28,0.1,0.04,0.06
376,0.85,0.67,0.75,0.86,0.7,0.77,0.34,0.14,0.07,0.08
377,0.75,0.66,0.7,0.8,0.67,0.73,0.41,0.24,0.12,0.14
378,0.76,0.58,0.66,0.82,0.64,0.72,0.34,0.3,0.1,0.14
379,0.76,0.72,0.74,0.84,0.67,0.75,0.27,0.26,0.11,0.12
380,0.75,0.53,0.62,0.81,0.6,0.69,0.29,0.12,0.05,0.07
381,0.73,0.63,0.68,0.84,0.68,0.75,0.25,0.1,0.04,0.07
382,0.72,0.55,0.62,0.84,0.63,0.72,0.34,0.16,0.06,0.1
383,0.82,0.66,0.73,0.84,0.7,0.76,0.3,0.21,0.09,0.12
384,0.84,0.74,0.78,0.83,0.71,0.77,0.42,0.37,0.19,0.17
385,0.77,0.54,0.64,0.84,0.66,0.74,0.39,0.13,0.04,0.08
386,0.79,0.62,0.69,0.84,0.66,0.74,0.37,0.21,0.1,0.1
387,0.74,0.58,0.65,0.81,0.69,0.75,0.23,0.15,0.03,0.08
388,0.8,0.5,0.62,0.86,0.6,0.7,0.34,0.04,0.02,0.03
389,0.87,0.64,0.74,0.82,0.65,0.72,0.3,0.13,0.07,0.08
390,0.68,0.55,0.61,0.81,0.65,0.72,0.23,0.18,0.03,0.11
391,0.78,0.71,0.74,0.81,0.73,0.77,0.36,0.24,0.1,0.12
392,0.85,0.75,0.8,0.84,0.7,0.76,0.38,0.22,0.14,0.15
393,0.78,0.79,0.78,0.86,0.78,0.82,0.43,0.51,0.32,0.39
394,0.84,0.8,0.82,0.87,0.76,0.81,0.42,0.52,0.3,0.33
395,0.73,0.52,0.61,0.83,0.65,0.73,0.25,0.06,0.02,0.05
396,0.83,0.67,0.75,0.84,0.69,0.75,0.36,0.21,0.1,0.12
397,0.72,0.55,0.62,0.84,0.71,0.77,0.32,0.19,0.06,0.12
398,0.69,0.7,0.7,0.83,0.67,0.74,0.25,0.26,0.08,0.16
399,0.76,0.73,0.75,0.84,0.72,0.78,0.34,0.29,0.11,0.13
400,0.79,0.76,0.78,0.83,0.68,0.75,0.33,0.3,0.12,0.14
401,0.75,0.85,0.8,0.83,0.71,0.76,0.39,0.68,0.42,0.46
402,0.82,0.74,0.78,0.84,0.71,0.77,0.36,0.39,0.18,0.28
403,0.79,0.73,0.76,0.83,0.72,0.77,0.35,0.4,0.2,0.27
404,0.84,0.7,0.76,0.79,0.64,0.71,0.24,0.26,0.14,0.17
405,0.76,0.72,0.74,0.79,0.65,0.71,0.24,0.37,0.14,0.18
406,0.71,0.59,0.64,0.85,0.73,0.79,0.33,0.23,0.07,0.1
407,0.76,0.5,0.6,0.86,0.66,0.75,0.26,0.03,0.01,0.02
408,0.84,0.7,0.76,0.86,0.72,0.79,0.37,0.23,0.11,0.16
409,0.68,0.52,0.59,0.84,0.6,0.7,0.31,0.09,0.02,0.05
410,0.95,0.84,0.89,0.86,0.74,0.8,0.67,0.63,0.55,0.6
411,0.85,0.7,0.77,0.84,0.68,0.75,0.36,0.25,0.13,0.16
412,0.77,0.62,0.69,0.81,0.69,0.75,0.28,0.19,0.06,0.1
413,0.77,0.55,0.64,0.84,0.62,0.71,0.26,0.15,0.05,0.08
414,0.86,0.73,0.79,0.87,0.66,0.75,0.43,0.36,0.21,0.23
415,0.65,0.57,0.61,0.79,0.63,0.7,0.3,0.14,0.03,0.08
416,0.74,0.7,0.72,0.85,0.73,0.79,0.35,0.29,0.15,0.14
417,0.92,0.69,0.79,0.87,0.76,0.81,0.58,0.21,0.16,0.19
418,0.86,0.62,0.72,0.9,0.73,0.81,0.6,0.26,0.21,0.23
419,0.87,0.82,0.84,0.82,0.67,0.74,0.25,0.36,0.19,0.22
420,0.84,0.69,0.76,0.85,0.7,0.77,0.38,0.25,0.12,0.15
421,0.59,0.66,0.62,0.79,0.64,0.71,0.25,0.21,0.03,0.11
422,0.85,0.62,0.72,0.82,0.67,0.74,0.25,0.16,0.07,0.1
423,0.72,0.48,0.58,0.83,0.69,0.75,0.28,0.06,0.03,0.05
424,0.84,0.74,0.79,0.83,0.7,0.76,0.35,0.23,0.1,0.13
425,0.84,0.79,0.81,0.8,0.68,0.73,0.35,0.48,0.28,0.32
426,0.73,0.65,0.69,0.82,0.71,0.76,0.31,0.45,0.17,0.22
427,0.78,0.75,0.76,0.85,0.64,0.73,0.36,0.32,0.15,0.17
428,0.74,0.64,0.69,0.85,0.68,0.75,0.3,0.18,0.09,0.12
429,0.88,0.7,0.78,0.82,0.65,0.72,0.29,0.37,0.19,0.21
430,0.62,0.51,0.56,0.83,0.63,0.72,0.27,0.07,0.04,0.05
431,0.73,0.68,0.7,0.8,0.64,0.71,0.4,0.29,0.16,0.2
432,0.83,0.49,0.61,0.83,0.63,0.72,0.25,0.04,0.02,0.02
433,0.88,0.57,0.69,0.8,0.68,0.73,0.34,0.1,0.07,0.09
434,0.76,0.69,0.73,0.82,0.73,0.77,0.25,0.25,0.08,0.12
435,0.77,0.71,0.74,0.83,0.69,0.75,0.42,0.23,0.09,0.13
436,0.75,0.73,0.74,0.79,0.63,0.7,0.33,0.46,0.25,0.31
437,0.83,0.75,0.79,0.83,0.66,0.73,0.3,0.37,0.18,0.19
438,0.93,0.81,0.87,0.88,0.75,0.81,0.6,0.41,0.32,0.35
439,0.7,0.64,0.67,0.82,0.7,0.75,0.31,0.22,0.06,0.11
440,0.75,0.78,0.77,0.85,0.74,0.79,0.33,0.28,0.14,0.18
441,0.82,0.67,0.74,0.81,0.66,0.73,0.27,0.14,0.09,0.12
442,0.74,0.54,0.62,0.83,0.64,0.72,0.2,0.06,0.02,0.04
443,0.68,0.48,0.56,0.86,0.65,0.74,0.18,0.02,0.01,0.02
444,0.72,0.63,0.67,0.81,0.68,0.73,0.25,0.14,0.04,0.09
445,0.85,0.82,0.83,0.82,0.64,0.72,0.42,0.48,0.32,0.39
446,0.7,0.66,0.68,0.83,0.71,0.76,0.32,0.2,0.08,0.12
447,0.71,0.6,0.65,0.82,0.67,0.74,0.22,0.11,0.02,0.05
448,0.63,0.48,0.55,0.79,0.65,0.71,0.17,0.06,0.01,0.04
449,0.85,0.75,0.8,0.84,0.69,0.76,0.31,0.19,0.08,0.1
450,0.84,0.77,0.8,0.81,0.65,0.72,0.27,0.37,0.2,0.24
451,0.67,0.62,0.64,0.81,0.64,0.71,0.24,0.23,0.05,0.13
452,0.58,0.42,0.49,0.78,0.6,0.68,0.2,0.05,0.01,0.04
453,0.85,0.62,0.71,0.86,0.66,0.74,0.33,0.21,0.09,0.11
454,0.85,0.68,0.75,0.88,0.75,0.81,0.43,0.36,0.18,0.21
455,0.68,0.62,0.65,0.83,0.71,0.76,0.3,0.25,0.07,0.13
456,0.77,0.56,0.64,0.84,0.7,0.76,0.29,0.1,0.04,0.07
457,0.75,0.68,0.71,0.84,0.66,0.74,0.34,0.29,0.11,0.16
458,0.77,0.73,0.75,0.82,0.67,0.74,0.34,0.35,0.15,0.19
459,0.8,0.75,0.77,0.83,0.69,0.75,0.36,0.45,0.23,0.25
460,0.83,0.71,0.76,0.85,0.71,0.77,0.29,0.34,0.12,0.18
461,0.81,0.7,0.75,0.81,0.68,0.74,0.38,0.37,0.22,0.26
462,0.72,0.84,0.78,0.83,0.76,0.79,0.33,0.67,0.3,0.35
463,0.63,0.75,0.69,0.82,0.71,0.76,0.31,0.48,0.21,0.32
464,0.7,0.51,0.59,0.84,0.75,0.79,0.27,0.07,0.01,0.05
465,0.71,0.5,0.59,0.81,0.7,0.75,0.26,0.16,0.07,0.1
466,0.86,0.7,0.77,0.84,0.72,0.77,0.4,0.19,0.09,0.09
467,0.81,0.77,0.79,0.87,0.76,0.81,0.48,0.52,0.33,0.38
468,0.79,0.65,0.72,0.83,0.69,0.75,0.32,0.29,0.12,0.14
469,0.62,0.72,0.67,0.79,0.64,0.71,0.27,0.12,0.04,0.09
470,0.82,0.56,0.67,0.81,0.67,0.73,0.37,0.18,0.08,0.12
471,0.68,0.71,0.69,0.83,0.76,0.79,0.25,0.31,0.06,0.15
472,0.84,0.74,0.79,0.85,0.71,0.77,0.38,0.32,0.18,0.14
473,0.7,0.55,0.62,0.85,0.62,0.72,0.26,0.09,0.03,0.05
474,0.68,0.73,0.7,0.81,0.67,0.73,0.29,0.46,0.18,0.25
475,0.88,0.72,0.79,0.83,0.68,0.74,0.37,0.28,0.17,0.2
476,0.8,0.84,0.82,0.84,0.74,0.79,0.36,0.35,0.16,0.18
477,0.78,0.6,0.68,0.85,0.62,0.72,0.24,0.1,0.01,0.06
478,0.81,0.74,0.77,0.76,0.64,0.7,0.26,0.37,0.19,0.23
479,0.82,0.61,0.7,0.83,0.65,0.73,0.26,0.11,0.05,0.07
480,0.92,0.48,0.63,0.86,0.68,0.76,0.35,0.07,0.04,0.05
481,0.7,0.52,0.6,0.82,0.67,0.74,0.26,0.07,0.02,0.04
482,0.78,0.62,0.69,0.85,0.73,0.79,0.33,0.21,0.08,0.1
483,0.84,0.63,0.72,0.84,0.71,0.77,0.41,0.18,0.09,0.13
484,0.9,0.81,0.85,0.88,0.73,0.79,0.5,0.48,0.35,0.34
485,0.78,0.75,0.77,0.82,0.73,0.78,0.34,0.5,0.25,0.28
486,0.87,0.74,0.8,0.91,0.73,0.81,0.58,0.39,0.29,0.33
487,0.95,0.75,0.84,0.89,0.71,0.79,0.61,0.29,0.23,0.28
488,0.74,0.64,0.69,0.84,0.73,0.78,0.31,0.28,0.07,0.12
489,0.86,0.48,0.62,0.81,0.68,0.74,0.27,0.04,0.02,0.03
490,0.8,0.75,0.77,0.82,0.65,0.72,0.34,0.34,0.18,0.17
491,0.82,0.74,0.78,0.84,0.69,0.76,0.4,0.29,0.19,0.19
492,0.82,0.69,0.75,0.83,0.64,0.73,0.41,0.27,0.15,0.2
493,0.75,0.62,0.68,0.81,0.62,0.7,0.23,0.14,0.05,0.08
494,0.73,0.72,0.72,0.83,0.64,0.72,0.24,0.18,0.07,0.13
495,0.85,0.61,0.71,0.87,0.68,0.77,0.46,0.17,0.1,0.14
496,0.79,0.65,0.71,0.81,0.63,0.71,0.3,0.35,0.15,0.21
497,0.88,0.78,0.83,0.86,0.76,0.81,0.46,0.39,0.22,0.22
498,0.68,0.51,0.59,0.83,0.58,0.69,0.18,0.11,0.03,0.06
499,0.83,0.78,0.81,0.81,0.71,0.75,0.29,0.41,0.22,0.24
