,CBERT-R,CBERT-P,CBERT-F,BERTScore-R,BERTScore-P,BERTScore-F,BARTScore,R-1,R-2,R-L
330,0.7,0.75,0.73,0.84,0.86,0.85,0.36,0.54,0.17,0.23
331,0.74,0.76,0.75,0.86,0.86,0.86,0.37,0.4,0.17,0.17
332,0.66,0.54,0.59,0.83,0.8,0.81,0.31,0.22,0.03,0.11
333,0.63,0.63,0.63,0.81,0.78,0.8,0.26,0.24,0.05,0.11
334,0.71,0.62,0.66,0.83,0.81,0.82,0.23,0.36,0.06,0.15
335,0.75,0.89,0.81,0.81,0.88,0.85,0.27,0.71,0.36,0.38
336,0.71,0.81,0.76,0.83,0.86,0.85,0.33,0.62,0.2,0.27
337,0.6,0.75,0.67,0.8,0.82,0.81,0.28,0.37,0.06,0.19
338,0.78,0.71,0.74,0.83,0.82,0.82,0.21,0.24,0.1,0.12
339,0.58,0.81,0.67,0.8,0.86,0.83,0.26,0.5,0.14,0.25
340,0.89,0.77,0.83,0.9,0.88,0.89,0.5,0.52,0.37,0.27
341,0.99,0.7,0.82,0.92,0.84,0.88,0.72,0.2,0.16,0.16
342,0.78,0.63,0.7,0.86,0.83,0.85,0.49,0.28,0.15,0.14
343,0.62,0.71,0.66,0.82,0.83,0.83,0.21,0.54,0.08,0.25
344,0.64,0.79,0.71,0.81,0.87,0.84,0.24,0.6,0.17,0.26
345,0.73,0.67,0.7,0.87,0.85,0.86,0.38,0.28,0.12,0.18
346,0.77,0.73,0.75,0.84,0.85,0.85,0.3,0.4,0.12,0.17
347,0.73,0.84,0.78,0.82,0.86,0.84,0.24,0.63,0.2,0.3
348,0.74,0.71,0.73,0.85,0.85,0.85,0.31,0.47,0.16,0.22
349,0.64,0.68,0.66,0.82,0.81,0.82,0.28,0.36,0.13,0.21
350,0.63,0.71,0.67,0.82,0.84,0.83,0.24,0.4,0.11,0.19
351,0.7,0.63,0.67,0.85,0.83,0.84,0.3,0.27,0.07,0.11
352,0.71,0.69,0.7,0.87,0.85,0.86,0.32,0.33,0.12,0.16
353,0.76,0.65,0.7,0.87,0.81,0.84,0.36,0.29,0.12,0.12
354,0.76,0.69,0.72,0.84,0.84,0.84,0.3,0.35,0.11,0.13
355,0.63,0.53,0.58,0.83,0.8,0.82,0.33,0.16,0.03,0.09
356,0.74,0.69,0.71,0.85,0.85,0.85,0.27,0.37,0.15,0.17
357,0.74,0.75,0.75,0.85,0.86,0.86,0.36,0.4,0.14,0.2
358,0.75,0.74,0.75,0.83,0.86,0.84,0.26,0.45,0.2,0.26
359,0.66,0.67,0.66,0.84,0.85,0.84,0.32,0.44,0.13,0.2
360,0.74,0.75,0.74,0.84,0.84,0.84,0.37,0.36,0.15,0.19
361,0.57,0.52,0.54,0.83,0.81,0.82,0.28,0.17,0.02,0.08
362,0.55,0.76,0.64,0.79,0.84,0.81,0.28,0.48,0.18,0.25
363,0.84,0.74,0.79,0.87,0.84,0.85,0.43,0.31,0.17,0.22
364,0.74,0.82,0.78,0.83,0.86,0.85,0.31,0.63,0.29,0.23
365,0.65,0.63,0.64,0.83,0.8,0.82,0.23,0.22,0.04,0.11
366,0.73,0.73,0.73,0.83,0.84,0.83,0.27,0.44,0.13,0.17
367,0.88,0.87,0.87,0.87,0.9,0.89,0.44,0.75,0.51,0.47
368,0.75,0.64,0.69,0.87,0.87,0.87,0.32,0.29,0.15,0.2
369,0.7,0.74,0.72,0.83,0.85,0.84,0.26,0.48,0.14,0.22
370,0.57,0.62,0.59,0.82,0.82,0.82,0.2,0.35,0.05,0.19
371,0.71,0.76,0.73,0.82,0.85,0.84,0.32,0.52,0.15,0.22
372,0.73,0.71,0.72,0.82,0.84,0.83,0.25,0.4,0.12,0.18
373,0.74,0.62,0.68,0.84,0.81,0.83,0.31,0.23,0.05,0.12
374,0.73,0.72,0.73,0.86,0.88,0.87,0.36,0.42,0.14,0.2
375,0.73,0.51,0.6,0.85,0.81,0.83,0.33,0.15,0.03,0.09
376,0.62,0.57,0.59,0.83,0.84,0.84,0.32,0.37,0.09,0.19
377,0.71,0.8,0.76,0.82,0.84,0.83,0.34,0.5,0.15,0.26
378,0.62,0.82,0.7,0.82,0.86,0.84,0.25,0.55,0.2,0.35
379,0.83,0.71,0.76,0.82,0.81,0.82,0.42,0.3,0.13,0.14
380,0.77,0.77,0.77,0.82,0.85,0.84,0.3,0.55,0.18,0.22
381,0.63,0.73,0.68,0.83,0.86,0.84,0.2,0.43,0.18,0.28
382,0.8,1.0,0.89,0.88,0.95,0.91,0.48,1.0,0.95,0.63
383,0.68,0.65,0.67,0.84,0.83,0.83,0.23,0.28,0.06,0.12
384,0.73,0.69,0.71,0.82,0.82,0.82,0.24,0.33,0.09,0.15
385,0.67,0.76,0.71,0.8,0.83,0.81,0.22,0.31,0.07,0.14
386,0.68,0.61,0.64,0.85,0.82,0.83,0.21,0.22,0.03,0.1
387,0.72,0.69,0.71,0.84,0.84,0.84,0.23,0.31,0.1,0.16
388,0.67,0.72,0.7,0.81,0.84,0.82,0.25,0.47,0.11,0.19
389,0.67,0.48,0.56,0.84,0.83,0.84,0.42,0.19,0.07,0.1
390,0.95,0.65,0.77,0.9,0.83,0.86,0.6,0.19,0.14,0.15
391,0.73,0.68,0.71,0.8,0.84,0.82,0.28,0.33,0.1,0.16
392,0.69,0.6,0.64,0.84,0.82,0.83,0.26,0.29,0.07,0.14
393,0.58,0.73,0.65,0.8,0.83,0.81,0.24,0.37,0.1,0.18
394,0.72,0.86,0.78,0.81,0.81,0.81,0.34,0.27,0.08,0.16
395,0.68,0.61,0.64,0.84,0.84,0.84,0.24,0.34,0.1,0.14
396,0.79,0.56,0.65,0.87,0.83,0.85,0.29,0.16,0.06,0.08
397,0.71,0.68,0.69,0.83,0.81,0.82,0.27,0.32,0.06,0.15
398,0.68,0.72,0.7,0.84,0.87,0.86,0.3,0.6,0.14,0.26
399,0.71,0.63,0.67,0.85,0.84,0.84,0.26,0.29,0.09,0.13
400,0.8,0.69,0.74,0.85,0.83,0.84,0.34,0.33,0.17,0.16
401,0.72,0.63,0.67,0.85,0.84,0.84,0.3,0.32,0.05,0.15
402,0.71,0.55,0.62,0.84,0.83,0.83,0.31,0.19,0.06,0.11
403,0.71,0.66,0.68,0.84,0.84,0.84,0.29,0.25,0.1,0.15
404,0.6,0.45,0.51,0.83,0.78,0.8,0.17,0.12,0.02,0.07
405,0.64,0.69,0.67,0.84,0.85,0.84,0.28,0.3,0.11,0.14
406,0.76,0.51,0.61,0.83,0.76,0.8,0.34,0.14,0.03,0.07
407,0.75,0.53,0.62,0.85,0.78,0.82,0.35,0.2,0.04,0.09
408,0.7,0.72,0.71,0.82,0.83,0.82,0.35,0.46,0.13,0.17
409,0.82,0.82,0.82,0.88,0.88,0.88,0.45,0.55,0.31,0.3
410,0.82,0.79,0.8,0.85,0.87,0.86,0.34,0.34,0.15,0.18
411,0.67,0.62,0.64,0.83,0.82,0.83,0.2,0.39,0.08,0.13
412,0.61,0.68,0.64,0.8,0.85,0.82,0.29,0.32,0.09,0.15
413,0.6,0.52,0.56,0.83,0.81,0.82,0.23,0.14,0.02,0.08
414,0.77,0.69,0.73,0.82,0.83,0.83,0.29,0.37,0.12,0.15
415,0.72,0.68,0.7,0.85,0.84,0.84,0.38,0.42,0.12,0.16
416,0.69,0.66,0.67,0.84,0.83,0.84,0.32,0.3,0.1,0.14
417,0.68,0.69,0.69,0.82,0.84,0.83,0.26,0.41,0.07,0.19
418,0.77,0.75,0.76,0.87,0.86,0.86,0.42,0.42,0.18,0.26
419,0.76,0.73,0.75,0.84,0.85,0.84,0.28,0.37,0.12,0.17
420,0.75,0.82,0.78,0.85,0.87,0.86,0.28,0.62,0.25,0.26
421,0.61,0.65,0.63,0.82,0.82,0.82,0.29,0.4,0.13,0.2
422,0.61,0.65,0.63,0.8,0.85,0.83,0.28,0.39,0.08,0.2
423,0.75,0.68,0.71,0.84,0.8,0.82,0.36,0.25,0.11,0.15
424,0.74,0.64,0.69,0.86,0.85,0.86,0.34,0.4,0.12,0.22
425,0.52,0.51,0.51,0.82,0.76,0.79,0.15,0.06,0.0,0.04
426,0.68,0.68,0.68,0.83,0.82,0.83,0.33,0.33,0.08,0.16
427,0.81,0.74,0.77,0.87,0.85,0.86,0.34,0.4,0.23,0.27
428,0.76,0.81,0.79,0.83,0.83,0.83,0.38,0.36,0.17,0.22
429,0.71,0.74,0.73,0.84,0.84,0.84,0.32,0.46,0.18,0.17
430,0.65,0.79,0.71,0.84,0.88,0.86,0.3,0.47,0.17,0.21
431,0.64,0.49,0.56,0.82,0.8,0.81,0.26,0.13,0.03,0.06
432,0.77,0.65,0.71,0.82,0.83,0.83,0.24,0.42,0.1,0.21
433,0.72,0.75,0.73,0.83,0.85,0.84,0.28,0.51,0.18,0.21
434,0.65,0.67,0.66,0.84,0.84,0.84,0.3,0.34,0.11,0.16
435,0.77,0.73,0.75,0.84,0.85,0.85,0.37,0.47,0.16,0.19
436,0.61,0.6,0.61,0.81,0.8,0.81,0.23,0.26,0.05,0.12
437,0.8,0.78,0.79,0.85,0.86,0.86,0.37,0.6,0.29,0.31
438,0.72,0.74,0.73,0.82,0.83,0.83,0.29,0.51,0.11,0.21
439,0.53,0.49,0.51,0.82,0.82,0.82,0.21,0.2,0.01,0.12
440,0.67,0.65,0.66,0.84,0.84,0.84,0.19,0.28,0.05,0.12
441,0.74,0.73,0.74,0.85,0.85,0.85,0.19,0.47,0.14,0.2
442,0.76,0.65,0.7,0.88,0.85,0.87,0.32,0.24,0.1,0.16
443,0.7,0.72,0.71,0.85,0.83,0.84,0.3,0.29,0.11,0.15
444,0.85,0.74,0.79,0.84,0.84,0.84,0.29,0.34,0.13,0.12
445,0.82,0.85,0.84,0.88,0.88,0.88,0.47,0.43,0.3,0.31
446,0.75,0.58,0.65,0.85,0.81,0.83,0.27,0.16,0.05,0.11
447,0.86,0.82,0.84,0.87,0.88,0.87,0.38,0.47,0.2,0.31
448,0.62,0.81,0.7,0.82,0.85,0.83,0.3,0.43,0.08,0.21
449,0.62,0.73,0.67,0.82,0.85,0.84,0.31,0.54,0.17,0.26
450,0.46,0.61,0.53,0.78,0.77,0.77,0.26,0.11,0.03,0.07
451,0.79,0.73,0.76,0.87,0.85,0.86,0.38,0.35,0.16,0.2
452,0.73,0.71,0.72,0.84,0.84,0.84,0.29,0.33,0.11,0.17
453,0.73,0.75,0.74,0.85,0.87,0.86,0.27,0.49,0.23,0.24
454,0.65,0.57,0.61,0.86,0.83,0.84,0.23,0.26,0.06,0.12
455,0.66,0.64,0.65,0.84,0.84,0.84,0.25,0.31,0.07,0.15
456,0.69,0.75,0.72,0.82,0.84,0.83,0.25,0.53,0.11,0.21
457,0.66,0.69,0.67,0.84,0.85,0.84,0.28,0.39,0.08,0.18
458,0.73,0.84,0.78,0.82,0.87,0.84,0.28,0.68,0.31,0.42
459,0.7,0.69,0.7,0.84,0.85,0.84,0.31,0.46,0.12,0.19
460,0.67,0.57,0.61,0.82,0.76,0.79,0.23,0.13,0.02,0.07
461,0.76,0.64,0.7,0.85,0.8,0.83,0.34,0.23,0.05,0.11
462,0.73,0.76,0.74,0.83,0.8,0.81,0.33,0.32,0.13,0.14
463,0.96,0.71,0.82,0.92,0.85,0.89,0.67,0.29,0.25,0.17
464,0.76,0.73,0.75,0.82,0.85,0.84,0.38,0.48,0.12,0.25
465,0.77,0.74,0.75,0.83,0.85,0.84,0.27,0.46,0.11,0.18
466,0.74,0.75,0.75,0.84,0.84,0.84,0.36,0.44,0.14,0.23
467,0.61,0.61,0.61,0.8,0.8,0.8,0.26,0.16,0.03,0.11
468,0.69,0.71,0.7,0.83,0.83,0.83,0.31,0.34,0.09,0.15
469,0.49,0.48,0.48,0.8,0.81,0.81,0.14,0.12,0.0,0.1
470,0.69,0.66,0.68,0.85,0.83,0.84,0.31,0.36,0.11,0.19
471,0.7,0.63,0.66,0.82,0.81,0.82,0.22,0.34,0.06,0.12
472,0.7,0.78,0.74,0.83,0.84,0.83,0.29,0.4,0.09,0.22
473,0.67,0.86,0.75,0.81,0.84,0.82,0.26,0.64,0.16,0.34
474,0.66,0.71,0.68,0.83,0.84,0.83,0.21,0.41,0.13,0.23
475,0.62,0.51,0.56,0.84,0.82,0.83,0.27,0.24,0.04,0.12
476,0.72,0.87,0.79,0.85,0.86,0.86,0.37,0.65,0.29,0.35
477,0.77,0.79,0.78,0.84,0.86,0.85,0.29,0.61,0.25,0.33
478,0.88,0.73,0.8,0.87,0.85,0.86,0.38,0.39,0.19,0.22
479,0.68,0.68,0.68,0.84,0.86,0.85,0.19,0.42,0.09,0.2
480,0.7,0.59,0.64,0.83,0.81,0.82,0.31,0.18,0.03,0.09
481,0.9,1.0,0.95,0.89,0.96,0.92,0.53,1.0,0.96,0.91
482,0.7,0.82,0.75,0.83,0.86,0.84,0.33,0.47,0.21,0.26
483,0.57,0.54,0.55,0.8,0.76,0.78,0.26,0.25,0.04,0.12
484,0.6,0.6,0.6,0.81,0.78,0.79,0.21,0.16,0.01,0.1
485,0.7,0.73,0.71,0.85,0.86,0.85,0.35,0.49,0.21,0.25
486,0.73,0.83,0.78,0.83,0.9,0.86,0.31,0.7,0.39,0.5
487,0.65,0.67,0.66,0.83,0.85,0.84,0.23,0.35,0.09,0.18
488,0.69,0.64,0.66,0.81,0.81,0.81,0.23,0.32,0.06,0.11
489,0.79,0.55,0.65,0.86,0.8,0.83,0.28,0.14,0.04,0.09
490,0.65,0.59,0.62,0.84,0.83,0.83,0.35,0.24,0.03,0.13
491,0.73,0.76,0.74,0.86,0.85,0.86,0.36,0.35,0.14,0.19
492,0.72,0.7,0.71,0.84,0.83,0.84,0.28,0.51,0.2,0.23
493,0.72,0.7,0.71,0.85,0.85,0.85,0.3,0.47,0.11,0.21
494,0.7,0.82,0.76,0.82,0.84,0.83,0.26,0.6,0.19,0.26
495,0.72,0.66,0.69,0.83,0.81,0.82,0.27,0.27,0.05,0.12
496,0.63,0.55,0.59,0.83,0.79,0.81,0.24,0.21,0.03,0.1
497,0.7,0.64,0.67,0.81,0.75,0.78,0.26,0.18,0.04,0.08
498,0.7,0.73,0.71,0.84,0.86,0.85,0.36,0.57,0.23,0.27
499,0.69,0.6,0.64,0.82,0.83,0.82,0.2,0.33,0.07,0.13
